image_id_a,image_id_b,hamming,thumb_rmse
train/cracks-and-potholes-in-road__1092659_DF_251_251BDF0052_00347,train/cracks-and-potholes-in-road__1092660_DF_251_251BDF0052_00348,4,0.031948648393154144
train/cracks-and-potholes-in-road__1092758_DF_251_251BDF0052_00520,train/cracks-and-potholes-in-road__1092759_DF_251_251BDF0052_00521,4,0.02141103707253933
train/cracks-and-potholes-in-road__1092761_DF_251_251BDF0052_00524,train/cracks-and-potholes-in-road__1092762_DF_251_251BDF0052_00526,5,0.027827536687254906
train/cracks-and-potholes-in-road__1092763_DF_251_251BDF0052_00527,train/cracks-and-potholes-in-road__1092820_DF_251_251BDF0052_00627,5,0.046565085649490356
train/cracks-and-potholes-in-road__1092802_DF_251_251BDF0052_00595,train/cracks-and-potholes-in-road__1092820_DF_251_251BDF0052_00627,6,0.03036966547369957
train/cracks-and-potholes-in-road__1092802_DF_251_251BDF0052_00595,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,4,0.027811339125037193
train/cracks-and-potholes-in-road__1092802_DF_251_251BDF0052_00595,train/cracks-and-potholes-in-road__1092856_DF_251_251BDF0052_00690,4,0.031177351251244545
train/cracks-and-potholes-in-road__1092802_DF_251_251BDF0052_00595,train/cracks-and-potholes-in-road__1092866_DF_251_251BDF0052_00708,5,0.02885424718260765
train/cracks-and-potholes-in-road__1092803_DF_251_251BDF0052_00597,train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,6,0.03425809368491173
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092805_DF_251_251BDF0052_00600,4,0.020427126437425613
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092806_DF_251_251BDF0052_00602,6,0.028343023732304573
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092809_DF_251_251BDF0052_00607,6,0.024944676086306572
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,5,0.029718833044171333
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092817_DF_251_251BDF0052_00622,6,0.027377299964427948
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092818_DF_251_251BDF0052_00624,4,0.023975174874067307
train/cracks-and-potholes-in-road__1092804_DF_251_251BDF0052_00599,train/cracks-and-potholes-in-road__1092819_DF_251_251BDF0052_00625,5,0.026794275268912315
train/cracks-and-potholes-in-road__1092805_DF_251_251BDF0052_00600,train/cracks-and-potholes-in-road__1092806_DF_251_251BDF0052_00602,6,0.019613971933722496
train/cracks-and-potholes-in-road__1092805_DF_251_251BDF0052_00600,train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,5,0.02600957080721855
train/cracks-and-potholes-in-road__1092808_DF_251_251BDF0052_00606,train/cracks-and-potholes-in-road__1092811_DF_251_251BDF0052_00611,4,0.01785140112042427
train/cracks-and-potholes-in-road__1092808_DF_251_251BDF0052_00606,train/cracks-and-potholes-in-road__1092818_DF_251_251BDF0052_00624,5,0.02111971564590931
train/cracks-and-potholes-in-road__1092809_DF_251_251BDF0052_00607,train/cracks-and-potholes-in-road__1092810_DF_251_251BDF0052_00610,6,0.018531261011958122
train/cracks-and-potholes-in-road__1092809_DF_251_251BDF0052_00607,train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,6,0.020455043762922287
train/cracks-and-potholes-in-road__1092809_DF_251_251BDF0052_00607,train/cracks-and-potholes-in-road__1093101_DF_251_251BDF0052_01121,6,0.03341231122612953
train/cracks-and-potholes-in-road__1092811_DF_251_251BDF0052_00611,train/cracks-and-potholes-in-road__1092812_DF_251_251BDF0052_00613,6,0.017653442919254303
train/cracks-and-potholes-in-road__1092811_DF_251_251BDF0052_00611,train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,5,0.02424675226211548
train/cracks-and-potholes-in-road__1092811_DF_251_251BDF0052_00611,train/cracks-and-potholes-in-road__1092818_DF_251_251BDF0052_00624,5,0.025821808725595474
train/cracks-and-potholes-in-road__1092812_DF_251_251BDF0052_00613,train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,6,0.021595420315861702
train/cracks-and-potholes-in-road__1092812_DF_251_251BDF0052_00613,train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,5,0.02232646942138672
train/cracks-and-potholes-in-road__1092812_DF_251_251BDF0052_00613,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,5,0.023041173815727234
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,5,0.01626119762659073
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092817_DF_251_251BDF0052_00622,5,0.020043417811393738
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092819_DF_251_251BDF0052_00625,6,0.025396641343832016
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092820_DF_251_251BDF0052_00627,5,0.03105015866458416
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,5,0.026523016393184662
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092866_DF_251_251BDF0052_00708,6,0.027673296630382538
train/cracks-and-potholes-in-road__1092813_DF_251_251BDF0052_00615,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,6,0.026416637003421783
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,6,0.024260064586997032
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,6,0.023154955357313156
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,6,0.025298288092017174
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,6,0.0239400714635849
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,4,0.02384452521800995
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092858_DF_251_251BDF0052_00694,5,0.02044512890279293
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,6,0.024251705035567284
train/cracks-and-potholes-in-road__1092814_DF_251_251BDF0052_00616,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,5,0.026052840054035187
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092817_DF_251_251BDF0052_00622,6,0.01981508359313011
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092818_DF_251_251BDF0052_00624,6,0.01763727143406868
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,4,0.021627387031912804
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,6,0.022182727232575417
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,5,0.022939594462513924
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092856_DF_251_251BDF0052_00690,6,0.022324787452816963
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092857_DF_251_251BDF0052_00692,6,0.020370066165924072
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,6,0.028089402243494987
train/cracks-and-potholes-in-road__1092816_DF_251_251BDF0052_00620,train/cracks-and-potholes-in-road__1093021_DF_251_251BDF0052_00982,6,0.035474926233291626
train/cracks-and-potholes-in-road__1092817_DF_251_251BDF0052_00622,train/cracks-and-potholes-in-road__1092818_DF_251_251BDF0052_00624,6,0.02162252366542816
train/cracks-and-potholes-in-road__1092817_DF_251_251BDF0052_00622,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,6,0.01914394646883011
train/cracks-and-potholes-in-road__1092817_DF_251_251BDF0052_00622,train/cracks-and-potholes-in-road__1092862_DF_251_251BDF0052_00701,5,0.028016863390803337
train/cracks-and-potholes-in-road__1092818_DF_251_251BDF0052_00624,train/cracks-and-potholes-in-road__1092820_DF_251_251BDF0052_00627,6,0.0201618280261755
train/cracks-and-potholes-in-road__1092819_DF_251_251BDF0052_00625,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,5,0.022941885516047478
train/cracks-and-potholes-in-road__1092820_DF_251_251BDF0052_00627,train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,4,0.020562324672937393
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,6,0.025846226140856743
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,6,0.0325344018638134
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,4,0.021207710728049278
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,3,0.027895454317331314
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092856_DF_251_251BDF0052_00690,6,0.02202850766479969
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092857_DF_251_251BDF0052_00692,6,0.024243654683232307
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092859_DF_251_251BDF0052_00695,6,0.02417852357029915
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092860_DF_251_251BDF0052_00697,6,0.027179650962352753
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092866_DF_251_251BDF0052_00708,5,0.022944176569581032
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,6,0.02621518261730671
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1092869_DF_251_251BDF0052_00713,5,0.028727751225233078
train/cracks-and-potholes-in-road__1092821_DF_251_251BDF0052_00629,train/cracks-and-potholes-in-road__1093021_DF_251_251BDF0052_00982,6,0.03923502191901207
train/cracks-and-potholes-in-road__1092822_DF_251_251BDF0052_00631,train/cracks-and-potholes-in-road__1092983_DF_251_251BDF0052_00914,6,0.03703637421131134
train/cracks-and-potholes-in-road__1092822_DF_251_251BDF0052_00631,train/cracks-and-potholes-in-road__1093004_DF_251_251BDF0052_00952,4,0.03380976617336273
train/cracks-and-potholes-in-road__1092829_DF_251_251BDF0052_00643,train/cracks-and-potholes-in-road__1094544_DF_251_251BDF0052_03764,6,0.04917408525943756
train/cracks-and-potholes-in-road__1092830_DF_251_251BDF0052_00645,train/cracks-and-potholes-in-road__1092831_DF_251_251BDF0052_00646,5,0.014864346012473106
train/cracks-and-potholes-in-road__1092834_DF_251_251BDF0052_00651,train/cracks-and-potholes-in-road__1092945_DF_251_251BDF0052_00846,5,0.026453280821442604
train/cracks-and-potholes-in-road__1092835_DF_251_251BDF0052_00654,train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,6,0.024034610018134117
train/cracks-and-potholes-in-road__1092835_DF_251_251BDF0052_00654,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,6,0.02203872986137867
train/cracks-and-potholes-in-road__1092836_DF_251_251BDF0052_00655,train/cracks-and-potholes-in-road__1092838_DF_251_251BDF0052_00658,6,0.02321810834109783
train/cracks-and-potholes-in-road__1092836_DF_251_251BDF0052_00655,train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,6,0.022381223738193512
train/cracks-and-potholes-in-road__1092836_DF_251_251BDF0052_00655,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,6,0.021215496584773064
train/cracks-and-potholes-in-road__1092836_DF_251_251BDF0052_00655,train/cracks-and-potholes-in-road__1092848_DF_251_251BDF0052_00676,2,0.01976613514125347
train/cracks-and-potholes-in-road__1092836_DF_251_251BDF0052_00655,train/cracks-and-potholes-in-road__1092853_DF_251_251BDF0052_00685,6,0.027947895228862762
train/cracks-and-potholes-in-road__1092836_DF_251_251BDF0052_00655,train/cracks-and-potholes-in-road__1093023_DF_251_251BDF0052_00986,6,0.04177160561084747
train/cracks-and-potholes-in-road__1092838_DF_251_251BDF0052_00658,train/cracks-and-potholes-in-road__1092839_DF_251_251BDF0052_00660,6,0.024109166115522385
train/cracks-and-potholes-in-road__1092838_DF_251_251BDF0052_00658,train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,5,0.025415262207388878
train/cracks-and-potholes-in-road__1092839_DF_251_251BDF0052_00660,train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,5,0.02303302474319935
train/cracks-and-potholes-in-road__1092839_DF_251_251BDF0052_00660,train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,6,0.02799997106194496
train/cracks-and-potholes-in-road__1092839_DF_251_251BDF0052_00660,train/cracks-and-potholes-in-road__1092861_DF_251_251BDF0052_00699,5,0.025180768221616745
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,5,0.025996286422014236
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092848_DF_251_251BDF0052_00676,5,0.02299092896282673
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092850_DF_251_251BDF0052_00679,4,0.023966718465089798
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092851_DF_251_251BDF0052_00681,6,0.025386586785316467
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092852_DF_251_251BDF0052_00683,6,0.025116272270679474
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092861_DF_251_251BDF0052_00699,6,0.024097327142953873
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092866_DF_251_251BDF0052_00708,6,0.025910353288054466
train/cracks-and-potholes-in-road__1092840_DF_251_251BDF0052_00662,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,6,0.027261029928922653
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,6,0.022913716733455658
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,4,0.02562154084444046
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,4,0.022133929654955864
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092853_DF_251_251BDF0052_00685,6,0.02567160688340664
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,6,0.02229819819331169
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,5,0.031484607607126236
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092857_DF_251_251BDF0052_00692,6,0.02545393630862236
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,4,0.022867463529109955
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092870_DF_251_251BDF0052_00715,5,0.02466677688062191
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092871_DF_251_251BDF0052_00716,6,0.023223282769322395
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092872_DF_251_251BDF0052_00718,5,0.021211251616477966
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1092947_DF_251_251BDF0052_00849,6,0.032025888562202454
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1093023_DF_251_251BDF0052_00986,6,0.038091663271188736
train/cracks-and-potholes-in-road__1092841_DF_251_251BDF0052_00663,train/cracks-and-potholes-in-road__1093024_DF_251_251BDF0052_00987,6,0.031667958945035934
train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,6,0.021640922874212265
train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,6,0.025198953226208687
train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,4,0.019641133025288582
train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,5,0.024858126416802406
train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,5,0.023494280874729156
train/cracks-and-potholes-in-road__1092842_DF_251_251BDF0052_00665,train/cracks-and-potholes-in-road__1093101_DF_251_251BDF0052_01121,6,0.036142200231552124
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,3,0.0190105102956295
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,4,0.022484321147203445
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092847_DF_251_251BDF0052_00674,5,0.025908613577485085
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092848_DF_251_251BDF0052_00676,4,0.019444402307271957
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092849_DF_251_251BDF0052_00678,6,0.022938285022974014
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092851_DF_251_251BDF0052_00681,5,0.024275846779346466
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092853_DF_251_251BDF0052_00685,2,0.024590857326984406
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,6,0.021907158195972443
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,5,0.02791859395802021
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092856_DF_251_251BDF0052_00690,6,0.023018021136522293
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092857_DF_251_251BDF0052_00692,4,0.024221962317824364
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092858_DF_251_251BDF0052_00694,5,0.021361177787184715
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092860_DF_251_251BDF0052_00697,6,0.0261638592928648
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092865_DF_251_251BDF0052_00706,6,0.035167086869478226
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092866_DF_251_251BDF0052_00708,5,0.023748913779854774
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,6,0.02172749489545822
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092868_DF_251_251BDF0052_00711,5,0.024003345519304276
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092869_DF_251_251BDF0052_00713,5,0.028679613023996353
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092871_DF_251_251BDF0052_00716,4,0.024447225034236908
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092872_DF_251_251BDF0052_00718,5,0.022785881534218788
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,3,0.023539302870631218
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1092947_DF_251_251BDF0052_00849,4,0.037389107048511505
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1093023_DF_251_251BDF0052_00986,2,0.0428166389465332
train/cracks-and-potholes-in-road__1092843_DF_251_251BDF0052_00667,train/cracks-and-potholes-in-road__1093024_DF_251_251BDF0052_00987,2,0.0326751209795475
train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,train/cracks-and-potholes-in-road__1092847_DF_251_251BDF0052_00674,5,0.0228536669164896
train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,train/cracks-and-potholes-in-road__1092853_DF_251_251BDF0052_00685,6,0.024516543373465538
train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,6,0.0175878144800663
train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,train/cracks-and-potholes-in-road__1092874_DF_251_251BDF0052_00722,5,0.020186396315693855
train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,train/cracks-and-potholes-in-road__1092875_DF_251_251BDF0052_00723,6,0.020580941811203957
train/cracks-and-potholes-in-road__1092844_DF_251_251BDF0052_00669,train/cracks-and-potholes-in-road__1093023_DF_251_251BDF0052_00986,6,0.04598969593644142
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,5,0.018320158123970032
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092847_DF_251_251BDF0052_00674,6,0.02224729023873806
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092848_DF_251_251BDF0052_00676,5,0.01520250178873539
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092853_DF_251_251BDF0052_00685,3,0.02397611364722252
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,5,0.021676979959011078
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,6,0.028407065197825432
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092858_DF_251_251BDF0052_00694,4,0.017888380214571953
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092866_DF_251_251BDF0052_00708,6,0.022540027275681496
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,2,0.02221587672829628
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1093023_DF_251_251BDF0052_00986,3,0.037930261343717575
train/cracks-and-potholes-in-road__1092845_DF_251_251BDF0052_00671,train/cracks-and-potholes-in-road__1093024_DF_251_251BDF0052_00987,5,0.028720172122120857
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092848_DF_251_251BDF0052_00676,4,0.015233095735311508
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092849_DF_251_251BDF0052_00678,6,0.025139283388853073
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092850_DF_251_251BDF0052_00679,3,0.02733749896287918
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092852_DF_251_251BDF0052_00683,5,0.023688126355409622
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092853_DF_251_251BDF0052_00685,4,0.029446210712194443
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092854_DF_251_251BDF0052_00687,4,0.028425563126802444
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092855_DF_251_251BDF0052_00689,5,0.03418964147567749
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092857_DF_251_251BDF0052_00692,6,0.02761244587600231
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092858_DF_251_251BDF0052_00694,5,0.020860351622104645
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092859_DF_251_251BDF0052_00695,4,0.023944459855556488
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092860_DF_251_251BDF0052_00697,6,0.026457253843545914
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092867_DF_251_251BDF0052_00710,6,0.02218645066022873
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092871_DF_251_251BDF0052_00716,6,0.027795134112238884
train/cracks-and-potholes-in-road__1092846_DF_251_251BDF0052_00673,train/cracks-and-potholes-in-road__1092873_DF_251_251BDF0052_00720,5,0.026089129969477654
