model,stem,cls,rel_area,detected
YOLO11n,Japan__Japan_010866,D00,0.020314,True
YOLO11n,Japan__Japan_010866,D00,0.009197,True
YOLO11n,Japan__Japan_010890,D20,0.286733,True
YOLO11n,Japan__Japan_010900,D20,0.150161,True
YOLO11n,Japan__Japan_010903,D20,0.130467,False
YOLO11n,Japan__Japan_010920,D20,0.1914,True
YOLO11n,Japan__Japan_010921,D20,0.016783,False
YOLO11n,Japan__Japan_010921,D20,0.119022,False
YOLO11n,Japan__Japan_010927,D20,0.0462,False
YOLO11n,Japan__Japan_010936,D20,0.0546,True
YOLO11n,Japan__Japan_010937,D20,0.272533,True
YOLO11n,Japan__Japan_010942,D10,0.0119,True
YOLO11n,Japan__Japan_010942,D10,0.017889,False
YOLO11n,Japan__Japan_010954,D00,0.076767,False
YOLO11n,Japan__Japan_010963,D40,0.002492,False
YOLO11n,Japan__Japan_010963,D20,0.227333,True
YOLO11n,Japan__Japan_010963,D40,0.002533,False
YOLO11n,Japan__Japan_010968,D00,0.009917,False
YOLO11n,Japan__Japan_010976,D20,0.026775,False
YOLO11n,Japan__Japan_010982,D00,0.198261,True
YOLO11n,Japan__Japan_010982,D00,0.014083,True
YOLO11n,Japan__Japan_010982,D10,0.01155,True
YOLO11n,Japan__Japan_010982,D10,0.013978,True
YOLO11n,Japan__Japan_010999,D00,0.001319,False
YOLO11n,Japan__Japan_011022,D20,0.038044,False
YOLO11n,Japan__Japan_011022,D00,0.051528,True
YOLO11n,Japan__Japan_011033,D10,0.021333,True
YOLO11n,Japan__Japan_011034,D00,0.004492,False
YOLO11n,Japan__Japan_011041,D00,0.002925,False
YOLO11n,Japan__Japan_011041,D10,0.007706,False
YOLO11n,Japan__Japan_011041,D10,0.025875,False
YOLO11n,Japan__Japan_011048,D20,0.015347,False
YOLO11n,Japan__Japan_011048,D10,0.020314,False
YOLO11n,Japan__Japan_011051,D20,0.264522,True
YOLO11n,Japan__Japan_011051,D20,0.131892,False
YOLO11n,Japan__Japan_011051,D10,0.007222,False
YOLO11n,Japan__Japan_011056,D20,0.1887,True
YOLO11n,Japan__Japan_011067,D20,0.011306,False
YOLO11n,Japan__Japan_011067,D00,0.018822,False
YOLO11n,Japan__Japan_011067,D40,0.003067,False
YOLO11n,Japan__Japan_011067,D40,0.000325,False
YOLO11n,Japan__Japan_011067,D40,0.001042,False
YOLO11n,Japan__Japan_011075,D00,0.06975,True
YOLO11n,Japan__Japan_011075,D10,0.004711,False
YOLO11n,Japan__Japan_011075,D10,0.00505,False
YOLO11n,Japan__Japan_011075,D10,0.012842,False
YOLO11n,Japan__Japan_011077,D40,0.001314,False
YOLO11n,Japan__Japan_011078,D10,0.005222,True
YOLO11n,Japan__Japan_011082,D20,0.275917,True
YOLO11n,Japan__Japan_011089,D20,0.066797,True
YOLO11n,Japan__Japan_011090,D20,0.330778,True
YOLO11n,Japan__Japan_011105,D20,0.068978,False
YOLO11n,Japan__Japan_011110,D20,0.518879,True
YOLO11n,Japan__Japan_011110,D40,0.007016,False
YOLO11n,Japan__Japan_011118,D10,0.005331,False
YOLO11n,Japan__Japan_011122,D20,0.098994,False
YOLO11n,Japan__Japan_011122,D20,0.157147,True
YOLO11n,Japan__Japan_011145,D10,0.011319,True
YOLO11n,Japan__Japan_011162,D00,0.052275,False
YOLO11n,Japan__Japan_011162,D20,0.067008,True
YOLO11n,Japan__Japan_011162,D00,0.019875,False
YOLO11n,Japan__Japan_011162,D00,0.026744,False
YOLO11n,Japan__Japan_011162,D00,0.002044,False
YOLO11n,Japan__Japan_011172,D20,0.013867,False
YOLO11n,Japan__Japan_011172,D00,0.0176,True
YOLO11n,Japan__Japan_011172,D20,0.016225,True
YOLO11n,Japan__Japan_011172,D10,0.007333,False
YOLO11n,Japan__Japan_011174,D20,0.614211,True
YOLO11n,Japan__Japan_011195,D00,0.1008,False
YOLO11n,Japan__Japan_011216,D10,0.042344,False
YOLO11n,Japan__Japan_011216,D00,0.028661,False
YOLO11n,Japan__Japan_011244,D10,0.0077,False
YOLO11n,Japan__Japan_011244,D10,0.009042,False
YOLO11n,Japan__Japan_011244,D10,0.002333,False
YOLO11n,Japan__Japan_011246,D40,0.004225,True
YOLO11n,Japan__Japan_011254,D20,0.049833,True
YOLO11n,Japan__Japan_011254,D10,0.0086,False
YOLO11n,Japan__Japan_011254,D00,0.005525,False
YOLO11n,Japan__Japan_011254,D00,0.001794,False
YOLO11n,Japan__Japan_011254,D00,0.003056,False
YOLO11n,Japan__Japan_011258,D00,0.015517,False
YOLO11n,Japan__Japan_011258,D10,0.013936,False
YOLO11n,Japan__Japan_011258,D10,0.017197,False
YOLO11n,Japan__Japan_011263,D40,0.00495,False
YOLO11n,Japan__Japan_011263,D20,0.113028,True
YOLO11n,Japan__Japan_011263,D20,0.1239,False
YOLO11n,Japan__Japan_011284,D00,0.030722,True
YOLO11n,Japan__Japan_011286,D20,0.017236,False
YOLO11n,Japan__Japan_011299,D00,0.028575,False
YOLO11n,Japan__Japan_011299,D10,0.013222,False
YOLO11n,Japan__Japan_011299,D10,0.028358,True
YOLO11n,Japan__Japan_011299,D10,0.003208,False
YOLO11n,Japan__Japan_011327,D00,0.011375,False
YOLO11n,Japan__Japan_011355,D20,0.189617,True
YOLO11n,Japan__Japan_011359,D20,0.1043,True
YOLO11n,Japan__Japan_011359,D00,0.032739,False
YOLO11n,Japan__Japan_011388,D00,0.079508,False
YOLO11n,Japan__Japan_011390,D00,0.013986,False
YOLO11n,Japan__Japan_011390,D00,0.0034,False
YOLO11n,Japan__Japan_011390,D40,0.000903,False
YOLO11n,Japan__Japan_011410,D20,0.008,False
YOLO11n,Japan__Japan_011439,D20,0.16835,True
YOLO11n,Japan__Japan_011439,D00,0.113819,False
YOLO11n,Japan__Japan_011446,D40,0.017476,False
YOLO11n,Japan__Japan_011446,D20,0.554403,False
YOLO11n,Japan__Japan_011449,D40,0.002108,True
YOLO11n,Japan__Japan_011449,D20,0.063,False
YOLO11n,Japan__Japan_011449,D10,0.024369,False
YOLO11n,Japan__Japan_011449,D00,0.021267,False
YOLO11n,Japan__Japan_011449,D00,0.0066,False
YOLO11n,Japan__Japan_011479,D20,0.1265,False
YOLO11n,Japan__Japan_011479,D40,0.002819,True
YOLO11n,Japan__Japan_011486,D20,0.597586,True
YOLO11n,Japan__Japan_011487,D00,0.023747,False
YOLO11n,Japan__Japan_011489,D10,0.068633,True
YOLO11n,Japan__Japan_011489,D00,0.037667,True
YOLO11n,Japan__Japan_011495,D20,0.317289,True
YOLO11n,Japan__Japan_011497,D00,0.00525,False
YOLO11n,Japan__Japan_011499,D00,0.003975,True
YOLO11n,Japan__Japan_011499,D00,0.025556,False
YOLO11n,Japan__Japan_011499,D10,0.006875,False
YOLO11n,Japan__Japan_011499,D10,0.008189,False
YOLO11n,Japan__Japan_011499,D10,0.004792,False
YOLO11n,Japan__Japan_011521,D20,0.08525,False
YOLO11n,Japan__Japan_011521,D40,0.00245,False
YOLO11n,Japan__Japan_011539,D20,0.088889,False
YOLO11n,Japan__Japan_011539,D20,0.129622,False
YOLO11n,Japan__Japan_011552,D00,0.006144,True
YOLO11n,Japan__Japan_011552,D00,0.003706,False
YOLO11n,Japan__Japan_011552,D10,0.007725,False
YOLO11n,Japan__Japan_011564,D20,0.112214,True
YOLO11n,Japan__Japan_011564,D10,0.00365,False
YOLO11n,Japan__Japan_011564,D10,0.001472,False
YOLO11n,Japan__Japan_011564,D10,0.001481,False
YOLO11n,Japan__Japan_011564,D10,0.000622,False
YOLO11n,Japan__Japan_011564,D10,0.000972,False
YOLO11n,Japan__Japan_011564,D10,0.000947,False
YOLO11n,Japan__Japan_011564,D10,0.0004,False
YOLO11n,Japan__Japan_011564,D10,0.002333,False
YOLO11n,Japan__Japan_011579,D20,0.093606,True
YOLO11n,Japan__Japan_011590,D40,0.0033,True
YOLO11n,Japan__Japan_011590,D20,0.255733,True
YOLO11n,Japan__Japan_011611,D00,0.002383,False
YOLO11n,Japan__Japan_011628,D00,0.027556,True
YOLO11n,Japan__Japan_011628,D40,0.001086,True
YOLO11n,Japan__Japan_011628,D00,0.00195,False
YOLO11n,Japan__Japan_011642,D20,0.224908,True
YOLO11n,Japan__Japan_011642,D10,0.003708,True
YOLO11n,Japan__Japan_011642,D00,0.0032,True
YOLO11n,Japan__Japan_011642,D20,0.035156,False
YOLO11n,Japan__Japan_011643,D20,0.188356,True
YOLO11n,Japan__Japan_011670,D00,0.003819,True
YOLO11n,Japan__Japan_011670,D00,0.026428,False
YOLO11n,Japan__Japan_011714,D20,0.010417,False
YOLO11n,Japan__Japan_011728,D40,0.010267,False
YOLO11n,Japan__Japan_011728,D20,0.218867,True
YOLO11n,Japan__Japan_011728,D20,0.0168,False
YOLO11n,Japan__Japan_011728,D10,0.009519,False
YOLO11n,Japan__Japan_011728,D20,0.016875,False
YOLO11n,Japan__Japan_011731,D10,0.00975,False
YOLO11n,Japan__Japan_011778,D00,0.002322,False
YOLO11n,Japan__Japan_011778,D00,0.013397,False
YOLO11n,Japan__Japan_011783,D20,0.127064,True
YOLO11n,Japan__Japan_011809,D20,0.108208,True
YOLO11n,Japan__Japan_011834,D00,0.0054,False
YOLO11n,Japan__Japan_011847,D20,0.036261,False
YOLO11n,Japan__Japan_011849,D20,0.181178,False
YOLO11n,Japan__Japan_011849,D20,0.157922,False
YOLO11n,Japan__Japan_011849,D20,0.085675,False
YOLO11n,Japan__Japan_011849,D10,0.017839,False
YOLO11n,Japan__Japan_011854,D40,0.003333,False
YOLO11n,Japan__Japan_011854,D20,0.252922,True
YOLO11n,Japan__Japan_011860,D00,0.02465,False
YOLO11n,Japan__Japan_011872,D00,0.004083,False
YOLO11n,Japan__Japan_011885,D00,0.018608,True
YOLO11n,Japan__Japan_011885,D10,0.05635,True
YOLO11n,Japan__Japan_011885,D10,0.006386,False
YOLO11n,Japan__Japan_011885,D00,0.01725,True
YOLO11n,Japan__Japan_011885,D00,0.013361,False
YOLO11n,Japan__Japan_011915,D20,0.282731,True
YOLO11n,Japan__Japan_011917,D00,0.00935,False
YOLO11n,Japan__Japan_011944,D40,0.052206,False
YOLO11n,Japan__Japan_011948,D20,0.029644,False
YOLO11n,Japan__Japan_011948,D20,0.013969,False
YOLO11n,Japan__Japan_011976,D00,0.198075,True
YOLO11n,Japan__Japan_012006,D20,0.081806,True
YOLO11n,Japan__Japan_012009,D20,0.227444,True
YOLO11n,Japan__Japan_012010,D20,0.085739,True
YOLO11n,Japan__Japan_012011,D00,0.017267,True
YOLO11n,Japan__Japan_012025,D20,0.097036,False
YOLO11n,Japan__Japan_012025,D40,0.003,False
YOLO11n,Japan__Japan_012025,D40,0.0021,False
YOLO11n,Japan__Japan_012047,D20,0.2384,True
YOLO11n,Japan__Japan_012066,D20,0.425833,True
YOLO11n,Japan__Japan_012084,D20,0.138,True
YOLO11n,Japan__Japan_012101,D20,0.179911,True
YOLO11n,Japan__Japan_012101,D40,0.003186,False
YOLO11n,Japan__Japan_012101,D10,0.010472,True
YOLO11n,Japan__Japan_012122,D10,0.02775,True
YOLO11n,Japan__Japan_012122,D10,0.013567,False
YOLO11n,Japan__Japan_012136,D10,0.00975,False
YOLO11n,Japan__Japan_012136,D00,0.044967,False
YOLO11n,Japan__Japan_012136,D00,0.002411,False
YOLO11n,Japan__Japan_012136,D00,0.002739,False
YOLO11n,Japan__Japan_012160,D20,0.203042,True
YOLO11n,Japan__Japan_012172,D20,0.283706,True
YOLO11n,Japan__Japan_012178,D20,0.394758,True
YOLO11n,Japan__Japan_012178,D00,0.0113,False
YOLO11n,Japan__Japan_012178,D20,0.201308,True
YOLO11n,Japan__Japan_012178,D10,0.005317,False
YOLO11n,Japan__Japan_012178,D10,0.038644,False
YOLO11n,Japan__Japan_012184,D20,0.173469,True
YOLO11n,Japan__Japan_012184,D10,0.014672,False
YOLO11n,Japan__Japan_012184,D10,0.014333,True
YOLO11n,Japan__Japan_012184,D10,0.016239,False
YOLO11n,Japan__Japan_012184,D10,0.015678,False
YOLO11n,Japan__Japan_012188,D00,0.022267,False
YOLO11n,Japan__Japan_012200,D00,0.063189,False
YOLO11n,Japan__Japan_012200,D10,0.0134,False
YOLO11n,Japan__Japan_012200,D10,0.007758,False
YOLO11n,Japan__Japan_012200,D00,0.007456,False
YOLO11n,Japan__Japan_012214,D20,0.010325,False
YOLO11n,Japan__Japan_012216,D20,0.239631,True
YOLO11n,Japan__Japan_012228,D00,0.0242,False
YOLO11n,Japan__Japan_012228,D00,0.006928,False
YOLO11n,Japan__Japan_012244,D20,0.118733,True
YOLO11n,Japan__Japan_012244,D10,0.015,True
YOLO11n,Japan__Japan_012244,D10,0.003811,False
YOLO11n,Japan__Japan_012244,D10,0.0043,False
YOLO11n,Japan__Japan_012259,D40,0.001533,False
YOLO11n,Japan__Japan_012259,D40,0.002467,False
YOLO11n,Japan__Japan_012263,D20,0.101267,False
YOLO11n,Japan__Japan_012271,D00,0.009989,False
YOLO11n,Japan__Japan_012328,D10,0.008681,True
YOLO11n,Japan__Japan_012328,D00,0.022383,False
YOLO11n,Japan__Japan_012328,D10,0.021378,True
YOLO11n,Japan__Japan_012328,D00,0.034089,False
YOLO11n,Japan__Japan_012329,D00,0.0198,False
YOLO11n,Japan__Japan_012329,D20,0.0198,False
YOLO11n,Japan__Japan_012329,D00,0.0388,True
YOLO11n,Japan__Japan_012329,D10,0.040089,True
YOLO11n,Japan__Japan_012329,D10,0.002528,False
YOLO11n,Japan__Japan_012330,D00,0.138,True
YOLO11n,Japan__Japan_012352,D00,0.024,True
YOLO11n,Japan__Japan_012354,D20,0.050089,True
YOLO11n,Japan__Japan_012354,D20,0.036167,False
YOLO11n,Japan__Japan_012354,D10,0.008178,True
YOLO11n,Japan__Japan_012355,D00,0.011189,True
YOLO11n,Japan__Japan_012358,D20,0.324233,True
YOLO11n,Japan__Japan_012358,D10,0.019333,False
YOLO11n,Japan__Japan_012381,D40,0.003758,False
YOLO11n,Japan__Japan_012381,D10,0.0175,True
YOLO11n,Japan__Japan_012381,D10,0.003431,False
YOLO11n,Japan__Japan_012381,D00,0.00605,True
YOLO11n,Japan__Japan_012390,D40,0.002889,True
YOLO11n,Japan__Japan_012393,D20,0.085522,False
YOLO11n,Japan__Japan_012403,D20,0.300283,True
YOLO11n,Japan__Japan_012403,D10,0.0045,True
YOLO11n,Japan__Japan_012403,D00,0.04005,False
YOLO11n,Japan__Japan_012403,D10,0.002672,False
YOLO11n,Japan__Japan_012406,D20,0.054039,True
YOLO11n,Japan__Japan_012411,D20,0.223644,True
YOLO11n,Japan__Japan_012411,D20,0.014889,False
YOLO11n,Japan__Japan_012422,D20,0.147775,True
YOLO11n,Japan__Japan_012438,D40,0.010336,False
YOLO11n,Japan__Japan_012438,D20,0.186031,True
YOLO11n,Japan__Japan_012438,D20,0.075839,True
YOLO11n,Japan__Japan_012438,D40,0.001633,False
YOLO11n,Japan__Japan_012444,D20,0.044881,False
YOLO11n,Japan__Japan_012453,D00,0.17511,True
YOLO11n,Japan__Japan_012476,D00,0.011439,False
YOLO11n,Japan__Japan_012476,D00,0.042625,False
YOLO11n,Japan__Japan_012476,D10,0.008369,False
YOLO11n,Japan__Japan_012482,D40,0.001275,False
YOLO11n,Japan__Japan_012482,D20,0.008094,False
YOLO11n,Japan__Japan_012482,D20,0.011736,False
YOLO11n,Japan__Japan_012482,D20,0.009625,False
YOLO11n,Japan__Japan_012495,D20,0.180231,True
YOLO11n,Japan__Japan_012495,D40,0.00385,False
YOLO11n,Japan__Japan_012505,D20,0.28892,False
YOLO11n,Japan__Japan_012505,D40,0.003392,False
YOLO11n,Japan__Japan_012505,D40,0.009938,False
YOLO11n,Japan__Japan_012509,D20,0.320322,True
YOLO11n,Japan__Japan_012536,D20,0.199006,True
YOLO11n,Japan__Japan_012536,D10,0.081442,False
YOLO11n,Japan__Japan_012537,D20,0.04675,False
YOLO11n,Japan__Japan_012537,D00,0.005922,False
YOLO11n,Japan__Japan_012549,D20,0.116111,True
YOLO11n,Japan__Japan_012549,D40,0.002267,True
YOLO11n,Japan__Japan_012553,D20,0.288261,True
YOLO11n,Japan__Japan_012568,D20,0.087792,True
YOLO11n,Japan__Japan_012568,D10,0.027217,False
YOLO11n,Japan__Japan_012580,D20,0.031758,True
YOLO11n,Japan__Japan_012602,D20,0.069708,False
YOLO11n,Japan__Japan_012602,D10,0.007292,False
YOLO11n,Japan__Japan_012607,D40,0.002,True
YOLO11n,Japan__Japan_012607,D20,0.023544,False
YOLO11n,Japan__Japan_012612,D20,0.186233,True
YOLO11n,Japan__Japan_012614,D00,0.011511,False
YOLO11n,Japan__Japan_012618,D20,0.247722,True
YOLO11n,Japan__Japan_012618,D10,0.0056,False
YOLO11n,Japan__Japan_012618,D10,0.004472,False
YOLO11n,Japan__Japan_012622,D20,0.043206,True
YOLO11n,Japan__Japan_012626,D20,0.128794,True
YOLO11n,Japan__Japan_012626,D00,0.008378,False
YOLO11n,Japan__Japan_012628,D10,0.018058,True
YOLO11n,Japan__Japan_012634,D10,0.012406,False
YOLO11n,Japan__Japan_012652,D20,0.085167,False
YOLO11n,Japan__Japan_012652,D20,0.104,False
YOLO11n,Japan__Japan_012657,D00,0.003958,False
YOLO11n,Japan__Japan_012657,D00,0.007411,False
YOLO11n,Japan__Japan_012661,D20,0.058722,False
YOLO11n,Japan__Japan_012661,D00,0.0075,False
YOLO11n,Japan__Japan_012661,D00,0.005289,False
YOLO11n,Japan__Japan_012661,D00,0.004908,False
YOLO11n,Japan__Japan_012661,D20,0.020286,False
YOLO11n,Japan__Japan_012666,D10,0.014417,True
YOLO11n,Japan__Japan_012666,D10,0.020125,False
YOLO11n,Japan__Japan_012666,D10,0.023625,False
YOLO11n,Japan__Japan_012666,D00,0.020889,False
YOLO11n,Japan__Japan_012666,D00,0.017844,False
YOLO11n,Japan__Japan_012706,D20,0.359644,True
YOLO11n,Japan__Japan_012727,D00,0.023689,True
YOLO11n,Japan__Japan_012727,D10,0.00585,False
YOLO11n,Japan__Japan_012727,D10,0.02075,False
YOLO11n,Japan__Japan_012734,D40,0.0076,True
YOLO11n,Japan__Japan_012734,D40,0.002275,True
YOLO11n,Japan__Japan_012734,D20,0.340267,True
YOLO11n,Japan__Japan_012735,D00,0.034961,False
YOLO11n,Japan__Japan_012735,D20,0.14365,True
YOLO11n,Japan__Japan_012735,D10,0.018489,False
YOLO11n,Japan__Japan_012743,D00,0.0165,True
YOLO11n,Japan__Japan_012743,D00,0.00095,False
YOLO11n,Japan__Japan_012743,D00,0.003022,False
YOLO11n,Japan__Japan_012743,D00,0.009669,False
YOLO11n,Japan__Japan_012743,D00,0.0013,False
YOLO11n,Japan__Japan_012765,D00,0.021083,False
YOLO11n,Japan__Japan_012765,D00,0.002325,False
YOLO11n,Japan__Japan_012772,D00,0.001528,False
YOLO11n,Japan__Japan_012784,D20,0.0456,False
YOLO11n,Japan__Japan_012784,D40,0.015556,False
YOLO11n,Japan__Japan_012784,D00,0.0075,False
YOLO11n,Japan__Japan_012784,D00,0.003033,True
YOLO11n,Japan__Japan_012784,D00,0.0028,True
YOLO11n,Japan__Japan_012784,D00,0.011706,False
YOLO11n,Japan__Japan_012790,D10,0.000681,False
YOLO11n,Japan__Japan_012790,D10,0.001044,False
YOLO11n,Japan__Japan_012790,D10,0.001528,False
YOLO11n,Japan__Japan_012807,D20,0.030894,False
YOLO11n,Japan__Japan_012807,D20,0.060667,True
YOLO11n,Japan__Japan_012807,D20,0.017336,False
YOLO11n,Japan__Japan_012807,D10,0.006722,True
YOLO11n,Japan__Japan_012813,D20,0.121031,True
YOLO11n,Japan__Japan_012813,D20,0.089578,False
YOLO11n,Japan__Japan_012813,D10,0.019833,True
YOLO11n,Japan__Japan_012829,D20,0.0672,True
YOLO11n,Japan__Japan_012829,D20,0.025083,False
YOLO11n,Japan__Japan_012829,D40,0.013772,False
YOLO11n,Japan__Japan_012829,D20,0.01575,False
YOLO11n,Japan__Japan_012889,D10,0.023489,True
YOLO11n,Japan__Japan_012923,D20,0.080947,True
YOLO11n,Japan__Japan_012923,D20,0.03895,False
YOLO11n,Japan__Japan_012933,D20,0.336844,True
YOLO11n,Japan__Japan_012940,D10,0.020533,False
YOLO11n,Japan__Japan_012940,D10,0.015278,True
YOLO11n,Japan__Japan_012940,D10,0.0034,False
YOLO11n,Japan__Japan_012940,D10,0.00215,False
YOLO11n,Japan__Japan_012947,D10,0.006783,True
YOLO11n,Japan__Japan_012954,D10,0.012133,True
YOLO11n,Japan__Japan_012954,D10,0.014667,False
YOLO11n,Japan__Japan_012954,D00,0.032861,False
YOLO11n,Japan__Japan_012957,D20,0.156542,True
YOLO11n,Japan__Japan_012970,D20,0.183933,True
YOLO11n,Japan__Japan_012970,D00,0.0366,True
YOLO11n,Japan__Japan_012970,D10,0.003958,True
YOLO11n,Japan__Japan_012970,D10,0.01015,True
YOLO11n,Japan__Japan_012975,D20,0.242233,True
YOLO11n,Japan__Japan_012975,D40,0.003022,False
YOLO11n,Japan__Japan_012975,D10,0.004944,False
YOLO11n,Japan__Japan_012978,D00,0.005556,True
YOLO11n,Japan__Japan_012978,D10,0.009264,False
YOLO11n,Japan__Japan_012978,D10,0.007517,False
YOLO11n,Japan__Japan_012978,D10,0.037167,False
YOLO11n,Japan__Japan_013005,D00,0.289983,True
YOLO11n,Japan__Japan_013005,D00,0.129267,True
YOLO11n,Japan__Japan_013005,D20,0.377183,True
YOLO11n,Japan__Japan_013005,D00,0.004536,False
YOLO11n,Japan__Japan_013005,D10,0.00935,False
YOLO11n,Japan__Japan_013005,D10,0.027472,False
YOLO11n,Japan__Japan_013015,D20,0.0608,False
YOLO11n,Japan__Japan_013015,D10,0.006478,False
YOLO11n,Japan__Japan_013015,D10,0.005903,False
YOLO11n,Japan__Japan_013015,D10,0.002533,False
YOLO11n,Japan__Japan_013015,D10,0.005647,False
YOLO11n,Japan__Japan_013025,D10,0.011367,False
YOLO11n,Japan__Japan_013026,D40,0.018969,False
YOLO11n,Japan__Japan_013037,D00,0.002733,False
YOLO11n,Japan__Japan_013047,D00,0.013986,True
YOLO11n,Japan__Japan_013058,D20,0.262083,True
YOLO11n,Japan__Japan_013058,D20,0.151678,True
YOLO11n,Japan__Japan_013058,D10,0.011917,False
YOLO11n,Japan__Japan_013092,D00,0.04095,True
YOLO11n,Japan__Japan_013109,D40,0.007556,False
YOLO11n,Japan__Japan_013109,D40,0.001633,False
YOLO11n,Japan__Japan_013109,D40,0.0058,False
YOLO11n,Japan__Japan_013109,D40,0.003828,False
YOLO11n,Japan__Japan_013110,D20,0.235197,True
YOLO11n,Japan__Japan_013110,D10,0.016528,False
YOLO11n,Japan__Japan_013132,D00,0.009828,False
YOLO11n,Japan__Japan_013132,D20,0.065167,False
YOLO11n,Norway__Norway_000041,D00,0.00214,False
YOLO11n,Norway__Norway_000044,D10,0.086968,True
YOLO11n,Norway__Norway_000050,D00,0.015475,False
YOLO11n,Norway__Norway_000050,D00,6.3e-05,False
YOLO11n,Norway__Norway_000066,D00,0.094508,True
YOLO11n,Norway__Norway_000066,D00,0.009605,False
YOLO11n,Norway__Norway_000078,D00,0.003286,False
YOLO11n,Norway__Norway_000088,D10,0.008724,True
YOLO11n,Norway__Norway_000090,D00,0.005124,False
YOLO11n,Norway__Norway_000090,D00,0.006111,False
YOLO11n,Norway__Norway_000090,D00,0.002191,False
YOLO11n,Norway__Norway_000090,D00,0.002842,False
YOLO11n,Norway__Norway_000090,D00,0.009962,False
YOLO11n,Norway__Norway_000090,D00,0.002829,False
YOLO11n,Norway__Norway_000090,D00,0.00193,True
YOLO11n,Norway__Norway_000090,D10,0.005184,False
YOLO11n,Norway__Norway_000099,D00,0.006013,False
YOLO11n,Norway__Norway_000099,D00,0.004645,False
YOLO11n,Norway__Norway_000099,D00,0.038506,False
YOLO11n,Norway__Norway_000099,D00,0.000194,False
YOLO11n,Norway__Norway_000099,D00,0.003083,False
YOLO11n,Norway__Norway_000099,D00,0.003373,False
YOLO11n,Norway__Norway_000099,D00,0.00678,True
YOLO11n,Norway__Norway_000099,D00,0.001665,True
YOLO11n,Norway__Norway_000099,D00,0.021182,False
YOLO11n,Norway__Norway_000099,D00,0.000181,False
YOLO11n,Norway__Norway_000099,D00,0.013147,True
YOLO11n,Norway__Norway_000103,D00,0.007499,False
YOLO11n,Norway__Norway_000149,D20,0.005913,False
YOLO11n,Norway__Norway_000149,D00,0.017499,True
YOLO11n,Norway__Norway_000149,D00,0.006907,True
YOLO11n,Norway__Norway_000176,D00,0.020006,True
YOLO11n,Norway__Norway_000176,D00,0.005304,False
YOLO11n,Norway__Norway_000176,D00,0.009753,True
YOLO11n,Norway__Norway_000176,D00,0.054453,True
YOLO11n,Norway__Norway_000205,D00,0.001488,True
YOLO11n,Norway__Norway_000205,D00,0.003902,False
YOLO11n,Norway__Norway_000215,D00,0.001914,False
YOLO11n,Norway__Norway_000255,D00,0.000158,False
YOLO11n,Norway__Norway_000255,D00,0.000103,False
YOLO11n,Norway__Norway_000255,D00,7.1e-05,False
YOLO11n,Norway__Norway_000255,D00,6.5e-05,False
YOLO11n,Norway__Norway_000255,D00,0.000143,False
YOLO11n,Norway__Norway_000262,D00,0.001814,False
YOLO11n,Norway__Norway_000281,D10,0.018533,True
YOLO11n,Norway__Norway_000288,D00,0.021169,True
YOLO11n,Norway__Norway_000351,D00,0.029927,True
YOLO11n,Norway__Norway_000351,D00,0.037673,False
YOLO11n,Norway__Norway_000353,D00,0.014552,False
YOLO11n,Norway__Norway_000366,D10,0.020719,False
YOLO11n,Norway__Norway_000366,D00,0.000211,False
YOLO11n,Norway__Norway_000367,D00,0.00537,False
YOLO11n,Norway__Norway_000367,D10,0.000293,False
YOLO11n,Norway__Norway_000367,D00,9.1e-05,False
YOLO11n,Norway__Norway_000416,D00,0.000391,False
YOLO11n,Norway__Norway_000416,D00,0.001718,True
YOLO11n,Norway__Norway_000416,D00,0.002833,True
YOLO11n,Norway__Norway_000416,D00,0.001004,False
YOLO11n,Norway__Norway_000416,D00,0.000729,False
YOLO11n,Norway__Norway_000509,D00,0.012727,True
YOLO11n,Norway__Norway_000509,D00,0.000445,False
YOLO11n,Norway__Norway_000512,D10,0.003467,False
YOLO11n,Norway__Norway_000512,D10,0.003196,False
YOLO11n,Norway__Norway_000512,D00,0.004901,False
YOLO11n,Norway__Norway_000512,D00,0.009231,False
YOLO11n,Norway__Norway_000512,D00,0.004116,True
YOLO11n,Norway__Norway_000512,D10,0.024029,False
YOLO11n,Norway__Norway_000512,D10,0.015153,False
YOLO11n,Norway__Norway_000512,D10,0.001043,False
YOLO11n,Norway__Norway_000512,D00,0.001157,False
YOLO11n,Norway__Norway_000512,D10,0.000777,False
YOLO11n,Norway__Norway_000512,D00,0.006129,False
YOLO11n,Norway__Norway_000597,D00,0.009787,True
YOLO11n,Norway__Norway_000604,D10,0.025785,False
YOLO11n,Norway__Norway_000620,D00,0.003193,False
YOLO11n,Norway__Norway_000620,D00,0.007489,False
YOLO11n,Norway__Norway_000620,D00,0.001444,False
YOLO11n,Norway__Norway_000620,D00,0.002811,False
YOLO11n,Norway__Norway_000632,D00,0.000981,True
YOLO11n,Norway__Norway_000632,D10,0.01269,False
YOLO11n,Norway__Norway_000632,D00,0.000233,False
YOLO11n,Norway__Norway_000678,D00,0.002417,True
YOLO11n,Norway__Norway_000678,D00,0.003018,False
YOLO11n,Norway__Norway_000678,D20,0.008824,False
YOLO11n,Norway__Norway_000678,D10,0.001077,False
YOLO11n,Norway__Norway_000678,D00,0.013859,False
YOLO11n,Norway__Norway_000678,D10,0.002553,False
YOLO11n,Norway__Norway_000678,D00,0.000355,True
YOLO11n,Norway__Norway_000678,D40,7.2e-05,False
