model,stem,cls,conf,rel_area,best_iou,kind
YOLO11n,India__India_004755,D20,0.3921,0.113446,0.8512,TP
YOLO11n,India__India_004755,D40,0.2437,0.009962,0.7085,TP
YOLO11n,India__India_004755,D00,0.231,0.17943,0.2831,FP_localization
YOLO11n,India__India_004759,D40,0.5293,0.01064,0.4889,FP_localization
YOLO11n,India__India_004759,D20,0.4642,0.165944,0.5817,TP
YOLO11n,India__India_004759,D40,0.2681,0.005279,0.6631,TP
YOLO11n,India__India_004798,D20,0.3913,0.111127,0.8207,TP
YOLO11n,India__India_004819,D20,0.7484,0.145989,0.725,TP
YOLO11n,India__India_004828,D40,0.7443,0.005647,0.7887,TP
YOLO11n,India__India_004828,D20,0.2843,0.158751,0.7751,TP
YOLO11n,India__India_004887,D40,0.5859,0.007719,0.8224,TP
YOLO11n,India__India_004887,D20,0.2529,0.224415,0.9211,TP
YOLO11n,India__India_004887,D40,0.2297,0.007896,0.7329,TP
YOLO11n,India__India_004911,D20,0.5092,0.245509,0.7048,TP
YOLO11n,India__India_004944,D40,0.4201,0.027871,0.5195,TP
YOLO11n,India__India_004982,D20,0.2491,0.117444,0.2909,FP_localization
YOLO11n,India__India_005036,D20,0.4497,0.073509,0.4705,FP_localization
YOLO11n,India__India_005038,D20,0.5377,0.016493,0.0,FP_background
YOLO11n,India__India_005090,D20,0.5184,0.147568,0.5875,TP
YOLO11n,India__India_005090,D20,0.2503,0.198002,0.8706,FP_duplicate
YOLO11n,India__India_005129,D20,0.6208,0.208624,0.7564,TP
YOLO11n,India__India_005129,D40,0.2356,0.002496,0.7706,TP
YOLO11n,India__India_005138,D20,0.8837,0.263225,0.673,TP
YOLO11n,India__India_005214,D20,0.33,0.126809,0.7538,TP
YOLO11n,India__India_005219,D40,0.4697,0.022387,0.7705,TP
YOLO11n,India__India_005219,D40,0.3758,0.139654,0.772,FP_classification
YOLO11n,India__India_005219,D40,0.3154,0.036742,0.4644,FP_localization
YOLO11n,India__India_005219,D40,0.308,0.006069,0.3049,FP_localization
YOLO11n,India__India_005219,D40,0.2549,0.062334,0.2917,FP_localization
YOLO11n,India__India_005219,D40,0.2401,0.200249,0.639,FP_classification
YOLO11n,India__India_005219,D40,0.2339,0.040537,0.4639,FP_localization
YOLO11n,India__India_005254,D20,0.6773,0.239841,0.7745,TP
YOLO11n,India__India_005254,D20,0.2691,0.215542,0.8056,FP_duplicate
YOLO11n,India__India_005260,D40,0.5002,0.032632,0.5047,TP
YOLO11n,India__India_005260,D40,0.2651,0.010052,0.8831,TP
YOLO11n,India__India_005278,D20,0.3894,0.188531,0.7049,TP
YOLO11n,India__India_005284,D40,0.5429,0.009123,0.7579,TP
YOLO11n,India__India_005284,D40,0.2481,0.006128,0.5641,FP_duplicate
YOLO11n,India__India_005309,D40,0.2652,0.148907,0.0,FP_background
YOLO11n,India__India_005315,D20,0.275,0.209473,0.0,FP_background
YOLO11n,India__India_005316,D20,0.8888,0.244874,0.8843,TP
YOLO11n,India__India_005371,D20,0.2924,0.135382,0.0,FP_background
YOLO11n,India__India_005394,D20,0.3717,0.169022,0.6351,TP
YOLO11n,India__India_005409,D00,0.3507,0.014643,0.0,FP_background
YOLO11n,India__India_005411,D40,0.2988,0.008019,0.1889,FP_localization
YOLO11n,India__India_005439,D40,0.3885,0.119939,0.2486,FP_localization
YOLO11n,India__India_005458,D00,0.3232,0.016753,0.2497,FP_background
YOLO11n,India__India_005543,D20,0.6446,0.141072,0.6669,TP
YOLO11n,India__India_005569,D20,0.5969,0.123675,0.6695,TP
YOLO11n,India__India_005569,D40,0.4503,0.006027,0.4244,FP_localization
YOLO11n,India__India_005569,D20,0.2719,0.059335,0.3648,FP_localization
YOLO11n,India__India_005593,D20,0.5753,0.170975,0.6049,TP
YOLO11n,India__India_005651,D40,0.283,0.127638,0.0,FP_background
YOLO11n,India__India_005656,D40,0.3972,0.19037,0.304,FP_localization
YOLO11n,India__India_005656,D40,0.3324,0.135299,0.4277,FP_localization
YOLO11n,India__India_005656,D40,0.3027,0.088095,0.6569,TP
YOLO11n,India__India_005656,D40,0.2678,0.142377,0.4065,FP_localization
YOLO11n,India__India_005656,D40,0.2668,0.060083,0.7473,FP_duplicate
YOLO11n,India__India_005672,D20,0.3192,0.124729,0.4807,FP_localization
YOLO11n,India__India_005681,D00,0.4061,0.013485,0.0918,FP_background
YOLO11n,India__India_005699,D20,0.5428,0.21574,0.4125,FP_localization
YOLO11n,India__India_005699,D20,0.4606,0.306872,0.2922,FP_localization
YOLO11n,India__India_005715,D20,0.2556,0.112804,0.2527,FP_localization
YOLO11n,India__India_005771,D00,0.3105,0.015384,0.0,FP_background
YOLO11n,India__India_005788,D00,0.2748,0.02618,0.0,FP_background
YOLO11n,India__India_005847,D00,0.3342,0.096649,0.7698,TP
YOLO11n,India__India_005853,D00,0.4075,0.079596,0.3849,FP_localization
YOLO11n,India__India_005853,D00,0.2712,0.023309,0.6548,TP
YOLO11n,India__India_005878,D40,0.3153,0.002741,0.3817,FP_localization
YOLO11n,India__India_005881,D20,0.6732,0.060936,0.7702,TP
YOLO11n,India__India_005905,D20,0.3554,0.220092,0.8537,TP
YOLO11n,India__India_005921,D20,0.5416,0.194652,0.4023,FP_localization
YOLO11n,India__India_005949,D20,0.3267,0.215806,0.8634,TP
YOLO11n,India__India_005949,D20,0.2291,0.15138,0.6076,FP_duplicate
YOLO11n,India__India_005974,D20,0.566,0.257022,0.8915,TP
YOLO11n,India__India_005994,D20,0.6547,0.198762,0.8226,TP
YOLO11n,India__India_006014,D20,0.4108,0.146341,0.3109,FP_localization
YOLO11n,India__India_006014,D20,0.2884,0.134315,0.3421,FP_localization
YOLO11n,India__India_006026,D20,0.6451,0.252187,0.6891,TP
YOLO11n,India__India_006063,D20,0.425,0.167648,0.6727,TP
YOLO11n,India__India_006076,D20,0.3558,0.092328,0.3185,FP_background
YOLO11n,India__India_006076,D40,0.2897,0.06171,0.3499,FP_localization
YOLO11n,India__India_006093,D00,0.2404,0.024112,0.0,FP_background
YOLO11n,India__India_006100,D40,0.3768,0.00867,0.452,FP_localization
YOLO11n,India__India_006100,D40,0.2416,0.113997,0.4276,FP_localization
YOLO11n,India__India_006128,D20,0.7901,0.190458,0.7476,TP
YOLO11n,India__India_006201,D40,0.3619,0.002343,0.6172,TP
YOLO11n,India__India_006201,D40,0.3193,0.001638,0.4316,FP_localization
YOLO11n,India__India_006215,D00,0.6013,0.141714,0.8685,TP
YOLO11n,India__India_006219,D20,0.2298,0.13356,0.7632,TP
YOLO11n,India__India_006248,D40,0.2452,0.00954,0.7486,TP
YOLO11n,India__India_006248,D40,0.2323,0.122899,0.2868,FP_localization
YOLO11n,India__India_006260,D20,0.3197,0.198919,0.552,TP
YOLO11n,India__India_006260,D20,0.2626,0.127741,0.7485,FP_duplicate
YOLO11n,India__India_006275,D40,0.2737,0.002092,0.8528,TP
YOLO11n,India__India_006286,D20,0.3424,0.065837,0.6871,TP
YOLO11n,India__India_006297,D40,0.3383,0.229963,0.5263,TP
YOLO11n,India__India_006297,D40,0.2955,0.198789,0.7892,FP_duplicate
YOLO11n,India__India_006310,D20,0.4648,0.179828,0.5838,TP
YOLO11n,India__India_006310,D20,0.2429,0.133616,0.7958,FP_duplicate
YOLO11n,India__India_006336,D40,0.2343,0.002819,0.0,FP_background
YOLO11n,India__India_006376,D40,0.5003,0.032599,0.0,FP_background
YOLO11n,India__India_006381,D20,0.5224,0.221794,0.7577,TP
YOLO11n,India__India_006381,D20,0.252,0.274189,0.7895,FP_duplicate
YOLO11n,India__India_006395,D20,0.3773,0.164002,0.5937,TP
YOLO11n,India__India_006462,D40,0.6149,0.002587,0.6039,TP
YOLO11n,India__India_006473,D40,0.2566,0.010516,0.4711,FP_localization
YOLO11n,India__India_006493,D20,0.4373,0.055678,0.3676,FP_localization
YOLO11n,India__India_006493,D00,0.2407,0.02704,0.2245,FP_localization
YOLO11n,India__India_006545,D20,0.4344,0.20161,0.8704,TP
YOLO11n,India__India_006633,D20,0.6312,0.279375,0.7102,TP
YOLO11n,India__India_006640,D40,0.2516,0.003462,0.4389,FP_localization
YOLO11n,India__India_006643,D20,0.3813,0.194633,0.4601,FP_localization
YOLO11n,India__India_006645,D20,0.2474,0.214589,0.7474,TP
YOLO11n,India__India_006652,D20,0.5452,0.072098,0.0,FP_background
YOLO11n,India__India_006665,D40,0.3651,0.154757,0.5353,TP
YOLO11n,India__India_006665,D40,0.3355,0.242948,0.8435,FP_duplicate
YOLO11n,India__India_006665,D40,0.2584,0.16892,0.4834,FP_localization
YOLO11n,India__India_006692,D20,0.658,0.221703,0.7046,TP
YOLO11n,India__India_006692,D20,0.2891,0.275191,0.8609,FP_duplicate
YOLO11n,India__India_006715,D20,0.5806,0.21574,0.7525,TP
YOLO11n,India__India_006715,D20,0.3248,0.333884,0.5057,FP_duplicate
YOLO11n,India__India_006730,D20,0.5283,0.200934,0.7854,TP
YOLO11n,India__India_006820,D20,0.59,0.228988,0.8597,TP
YOLO11n,India__India_006851,D40,0.3788,0.128938,0.208,FP_localization
YOLO11n,India__India_006851,D40,0.3618,0.169812,0.4102,FP_localization
YOLO11n,India__India_006851,D40,0.2565,0.120368,0.6692,TP
YOLO11n,India__India_006942,D20,0.3775,0.162569,0.0,FP_background
YOLO11n,India__India_006999,D40,0.3177,0.017551,0.6363,TP
YOLO11n,India__India_007024,D20,0.5317,0.180583,0.6596,TP
YOLO11n,India__India_007037,D20,0.3338,0.207773,0.828,TP
YOLO11n,India__India_007071,D40,0.4278,0.003881,0.7066,TP
YOLO11n,India__India_007071,D40,0.415,0.008216,0.7764,TP
YOLO11n,India__India_007071,D40,0.3854,0.131637,0.126,FP_localization
YOLO11n,India__India_007071,D40,0.2314,0.196581,0.1521,FP_localization
YOLO11n,India__India_007072,D00,0.3216,0.016505,0.6861,TP
YOLO11n,India__India_007138,D20,0.3615,0.168743,0.6229,TP
YOLO11n,India__India_007138,D20,0.3553,0.204007,0.2106,FP_localization
YOLO11n,India__India_007138,D20,0.291,0.029235,0.2347,FP_localization
YOLO11n,India__India_007148,D20,0.5908,0.104631,0.6304,TP
YOLO11n,India__India_007159,D20,0.6786,0.029513,0.7167,TP
YOLO11n,India__India_007178,D20,0.4984,0.290209,0.5878,TP
YOLO11n,India__India_007178,D20,0.4289,0.205584,0.9066,FP_duplicate
YOLO11n,India__India_007194,D20,0.2924,0.066451,0.694,TP
YOLO11n,India__India_007194,D20,0.2472,0.102013,0.5976,FP_duplicate
YOLO11n,India__India_007199,D20,0.4358,0.231651,0.0,FP_background
YOLO11n,India__India_007199,D20,0.3071,0.16823,0.0,FP_background
YOLO11n,India__India_007224,D20,0.5314,0.231892,0.8354,TP
YOLO11n,India__India_007254,D40,0.3512,0.346856,0.0,FP_background
YOLO11n,India__India_007254,D40,0.2487,0.248449,0.0,FP_background
YOLO11n,India__India_007353,D40,0.3412,0.004199,0.0,FP_background
YOLO11n,India__India_007377,D20,0.3477,0.031734,0.2308,FP_localization
YOLO11n,India__India_007377,D20,0.3452,0.133477,0.7512,TP
YOLO11n,India__India_007454,D40,0.3271,0.128748,0.0,FP_background
YOLO11n,India__India_007454,D40,0.2588,0.148994,0.0,FP_background
YOLO11n,India__India_007457,D00,0.5806,0.021826,0.8352,TP
YOLO11n,India__India_007463,D20,0.3854,0.191237,0.6601,TP
YOLO11n,India__India_007470,D20,0.3645,0.134861,0.4735,FP_localization
YOLO11n,India__India_007478,D20,0.2973,0.217324,0.4401,FP_localization
YOLO11n,India__India_007492,D20,0.3056,0.07188,0.3584,FP_localization
YOLO11n,India__India_007529,D00,0.3064,0.018222,0.6753,TP
YOLO11n,India__India_007533,D40,0.3038,0.004921,0.7811,FP_classification
YOLO11n,India__India_007539,D20,0.3587,0.102095,0.4655,FP_localization
YOLO11n,India__India_007539,D20,0.3444,0.05939,0.6724,TP
YOLO11n,India__India_007565,D00,0.4465,0.251956,0.605,TP
YOLO11n,India__India_007565,D20,0.2581,0.222566,0.4505,FP_localization
YOLO11n,India__India_007627,D20,0.38,0.093038,0.3372,FP_localization
YOLO11n,India__India_007627,D20,0.312,0.063338,0.4848,FP_localization
YOLO11n,India__India_007627,D20,0.2415,0.048274,0.6764,TP
YOLO11n,India__India_007647,D20,0.3318,0.122303,0.3234,FP_background
YOLO11n,India__India_007706,D20,0.3123,0.158335,0.6283,TP
YOLO11n,India__India_007720,D20,0.489,0.099434,0.7403,TP
YOLO11n,India__India_007735,D20,0.4203,0.177766,0.5016,TP
YOLO11n,India__India_007740,D20,0.6604,0.213804,0.8614,TP
YOLO11n,India__India_007742,D00,0.243,0.024733,0.0,FP_background
YOLO11n,India__India_007769,D20,0.546,0.186214,0.835,TP
YOLO11n,India__India_007781,D40,0.5535,0.002232,0.2927,FP_localization
YOLO11n,India__India_007781,D40,0.3623,0.003494,0.7013,TP
YOLO11n,India__India_007781,D40,0.2659,0.174895,0.2029,FP_localization
YOLO11n,India__India_007791,D40,0.2373,0.2036,0.0828,FP_background
YOLO11n,India__India_007791,D40,0.2281,0.057818,0.3034,FP_localization
YOLO11n,India__India_007844,D20,0.58,0.206303,0.7324,TP
YOLO11n,India__India_007849,D00,0.4606,0.028147,0.3202,FP_background
YOLO11n,India__India_007906,D20,0.4714,0.199826,0.8584,TP
YOLO11n,India__India_007911,D40,0.3146,0.006953,0.576,FP_classification
YOLO11n,India__India_007911,D20,0.2611,0.14164,0.4286,FP_localization
YOLO11n,India__India_007964,D20,0.5469,0.177724,0.9256,TP
YOLO11n,India__India_007998,D20,0.294,0.16892,0.5052,TP
YOLO11n,India__India_007998,D40,0.2684,0.001568,0.6431,TP
YOLO11n,India__India_007998,D20,0.2541,0.108241,0.6447,FP_duplicate
YOLO11n,India__India_008007,D20,0.2413,0.213879,0.0773,FP_background
YOLO11n,India__India_008012,D40,0.3589,0.005529,0.7975,TP
YOLO11n,India__India_008017,D00,0.3248,0.086578,0.7481,TP
YOLO11n,India__India_008017,D00,0.2756,0.017242,0.5143,TP
YOLO11n,India__India_008022,D40,0.5146,0.010682,0.3754,FP_localization
YOLO11n,India__India_008022,D40,0.4978,0.006407,0.6259,TP
YOLO11n,India__India_008022,D40,0.3079,0.025328,0.2467,FP_localization
YOLO11n,India__India_008037,D40,0.3341,0.003334,0.6459,TP
YOLO11n,India__India_008068,D20,0.8118,0.163195,0.8288,TP
YOLO11n,India__India_008079,D20,0.7109,0.178518,0.8646,TP
YOLO11n,India__India_008079,D20,0.3365,0.125659,0.5812,FP_duplicate
YOLO11n,India__India_008084,D20,0.315,0.0971,0.853,TP
YOLO11n,India__India_008103,D20,0.335,0.240387,0.8338,TP
YOLO11n,India__India_008159,D20,0.5283,0.161578,0.8073,TP
YOLO11n,India__India_008159,D20,0.3634,0.134839,0.581,FP_duplicate
YOLO11n,India__India_008190,D20,0.8654,0.210978,0.819,TP
YOLO11n,India__India_008250,D20,0.2488,0.244654,0.7912,TP
YOLO11n,India__India_008257,D20,0.3916,0.211079,0.2159,FP_localization
YOLO11n,India__India_008257,D20,0.3681,0.226161,0.2015,FP_localization
YOLO11n,India__India_008266,D20,0.2745,0.20604,0.7713,TP
YOLO11n,India__India_008284,D20,0.5139,0.058479,0.7418,TP
YOLO11n,India__India_008313,D20,0.3753,0.209874,0.3089,FP_localization
YOLO11n,India__India_008329,D20,0.5243,0.204565,0.8559,TP
YOLO11n,India__India_008337,D40,0.3232,0.266539,0.0,FP_background
YOLO11n,India__India_008337,D40,0.2623,0.330215,0.0,FP_background
YOLO11n,India__India_008340,D20,0.4759,0.147853,0.7848,TP
YOLO11n,India__India_008374,D20,0.2349,0.083349,0.382,FP_localization
YOLO11n,India__India_008400,D40,0.3546,0.001317,0.2842,FP_localization
YOLO11n,India__India_008407,D20,0.5937,0.113341,0.8149,TP
YOLO11n,India__India_008407,D20,0.3471,0.179732,0.5136,FP_duplicate
YOLO11n,India__India_008407,D00,0.2674,0.006771,0.2007,FP_localization
YOLO11n,India__India_008407,D20,0.2653,0.036982,0.8735,FP_classification
YOLO11n,India__India_008430,D20,0.4028,0.159646,0.7016,TP
YOLO11n,India__India_008430,D20,0.2804,0.125999,0.4815,FP_localization
YOLO11n,India__India_008430,D20,0.2369,0.229924,0.6732,FP_duplicate
YOLO11n,India__India_008440,D20,0.5619,0.268501,0.6321,TP
YOLO11n,India__India_008440,D40,0.3282,0.008888,0.7339,TP
YOLO11n,India__India_008471,D20,0.7969,0.219628,0.5899,TP
YOLO11n,India__India_008496,D20,0.5811,0.223587,0.8796,TP
YOLO11n,India__India_008557,D40,0.345,0.004129,0.7788,TP
YOLO11n,India__India_008565,D20,0.4619,0.22413,0.869,TP
YOLO11n,India__India_008574,D20,0.512,0.212902,0.346,FP_localization
YOLO11n,India__India_008584,D20,0.7608,0.119945,0.8214,TP
YOLO11n,India__India_008588,D20,0.3602,0.057798,0.6002,TP
YOLO11n,India__India_008588,D20,0.3592,0.110996,0.6353,FP_duplicate
YOLO11n,India__India_008595,D00,0.3276,0.022219,0.0,FP_background
YOLO11n,India__India_008623,D20,0.427,0.200407,0.3824,FP_localization
YOLO11n,India__India_008673,D40,0.4108,0.003684,0.0,FP_background
YOLO11n,India__India_008673,D40,0.2869,0.002603,0.7337,TP
YOLO11n,India__India_008677,D40,0.4822,0.009198,0.7256,TP
YOLO11n,India__India_008682,D40,0.3957,0.189064,0.5183,TP
YOLO11n,India__India_008682,D40,0.2447,0.185716,0.5079,FP_duplicate
YOLO11n,India__India_008726,D40,0.2453,0.007485,0.6784,TP
YOLO11n,India__India_008745,D20,0.2516,0.147627,0.6364,TP
YOLO11n,India__India_008792,D20,0.2923,0.126725,0.7471,TP
YOLO11n,India__India_008839,D00,0.6253,0.140333,0.3154,FP_localization
YOLO11n,India__India_008839,D00,0.2305,0.009443,0.0,FP_background
YOLO11n,India__India_008848,D40,0.3096,0.006721,0.0,FP_background
YOLO11n,India__India_008853,D20,0.5344,0.195492,0.8027,TP
YOLO11n,India__India_008867,D40,0.2942,0.012294,0.7469,TP
YOLO11n,India__India_008867,D40,0.2539,0.00476,0.6768,TP
YOLO11n,India__India_008906,D40,0.6689,0.003197,0.7373,TP
YOLO11n,India__India_008906,D20,0.4193,0.194527,0.547,FP_classification
YOLO11n,India__India_008906,D00,0.4048,0.199488,0.5334,TP
YOLO11n,India__India_008906,D20,0.2386,0.129855,0.4668,FP_localization
YOLO11n,India__India_008909,D20,0.5192,0.0956,0.7017,TP
YOLO11n,India__India_008918,D20,0.4397,0.209115,0.776,TP
YOLO11n,India__India_008918,D20,0.2825,0.121662,0.5431,FP_duplicate
YOLO11n,India__India_008928,D20,0.3317,0.097499,0.4603,FP_localization
YOLO11n,India__India_008960,D20,0.2798,0.067675,0.8555,TP
YOLO11n,India__India_008969,D40,0.6463,0.035073,0.6971,TP
YOLO11n,India__India_009039,D20,0.7145,0.225619,0.939,TP
YOLO11n,India__India_009041,D40,0.6407,0.004348,0.5609,TP
YOLO11n,India__India_009041,D20,0.306,0.173683,0.5113,TP
YOLO11n,India__India_009041,D20,0.2292,0.168964,0.6294,FP_duplicate
YOLO11n,India__India_009063,D20,0.5416,0.167516,0.6928,TP
YOLO11n,India__India_009122,D40,0.5608,0.00201,0.8011,TP
YOLO11n,India__India_009122,D20,0.3342,0.151232,0.0876,FP_background
YOLO11n,India__India_009133,D20,0.2926,0.042086,0.5885,TP
YOLO11n,India__India_009133,D00,0.2356,0.00249,0.0361,FP_background
YOLO11n,India__India_009167,D00,0.2552,0.029006,0.5309,TP
YOLO11n,India__India_009167,D00,0.2461,0.020337,0.7137,TP
YOLO11n,India__India_009167,D20,0.242,0.051164,0.3458,FP_localization
YOLO11n,India__India_009212,D20,0.3253,0.131171,0.65,TP
YOLO11n,India__India_009212,D20,0.2313,0.155186,0.5244,FP_duplicate
YOLO11n,India__India_009214,D20,0.379,0.140903,0.4631,FP_localization
YOLO11n,India__India_009214,D20,0.3346,0.215263,0.3031,FP_localization
YOLO11n,India__India_009221,D20,0.6662,0.158478,0.9109,TP
YOLO11n,India__India_009226,D40,0.4807,0.004268,0.5971,TP
YOLO11n,India__India_009226,D40,0.4644,0.008979,0.9179,TP
YOLO11n,India__India_009226,D40,0.3873,0.02066,0.8673,TP
YOLO11n,India__India_009226,D40,0.331,0.166595,0.261,FP_localization
YOLO11n,India__India_009245,D40,0.4089,0.043971,0.8483,TP
YOLO11n,India__India_009245,D40,0.4016,0.004431,0.0859,FP_background
YOLO11n,India__India_009245,D40,0.2606,0.002704,0.0524,FP_background
YOLO11n,India__India_009284,D20,0.2915,0.217618,0.487,FP_localization
YOLO11n,India__India_009284,D20,0.2734,0.147472,0.5437,TP
YOLO11n,India__India_009297,D20,0.2788,0.127026,0.3657,FP_localization
YOLO11n,India__India_009320,D20,0.2491,0.233599,0.0702,FP_background
YOLO11n,India__India_009359,D40,0.2632,0.006498,0.5226,TP
YOLO11n,India__India_009359,D40,0.2364,0.011178,0.6181,FP_duplicate
YOLO11n,India__India_009379,D20,0.2531,0.315874,0.0,FP_background
YOLO11n,India__India_009391,D20,0.3001,0.04282,0.7194,FP_classification
YOLO11n,India__India_009394,D20,0.4535,0.19751,0.8493,TP
YOLO11n,India__India_009406,D20,0.2431,0.443157,0.1809,FP_background
YOLO11n,India__India_009428,D20,0.4213,0.16639,0.3257,FP_localization
YOLO11n,India__India_009428,D20,0.2913,0.101089,0.5231,TP
YOLO11n,India__India_009505,D00,0.6615,0.015575,0.7171,TP
YOLO11n,India__India_009505,D20,0.4674,0.061572,0.4373,FP_background
YOLO11n,India__India_009541,D20,0.8332,0.235908,0.8147,TP
YOLO11n,India__India_009564,D40,0.2704,0.183265,0.8149,TP
YOLO11n,India__India_009579,D40,0.2327,0.012069,0.6385,TP
YOLO11n,India__India_009595,D20,0.5544,0.105283,0.7006,TP
YOLO11n,India__India_009595,D20,0.4677,0.045839,0.7575,TP
YOLO11n,India__India_009595,D20,0.3128,0.159347,0.448,FP_localization
YOLO11n,India__India_009600,D20,0.2717,0.120318,0.6405,TP
YOLO11n,India__India_009606,D20,0.3261,0.225508,0.0,FP_background
YOLO11n,India__India_009606,D20,0.3212,0.137608,0.0,FP_background
YOLO11n,India__India_009625,D00,0.3315,0.005733,0.0,FP_background
YOLO11n,India__India_009640,D20,0.5994,0.222655,0.5495,TP
YOLO11n,India__India_009640,D20,0.2837,0.192691,0.7678,FP_duplicate
YOLO11n,India__India_009656,D40,0.4681,0.159296,0.9402,TP
YOLO11n,India__India_009656,D40,0.3088,0.171497,0.6886,FP_duplicate
YOLO11n,India__India_009656,D40,0.2716,0.012169,0.0656,FP_background
YOLO11n,India__India_009656,D40,0.2334,0.115721,0.6623,FP_duplicate
YOLO11n,India__India_009666,D20,0.4597,0.210247,0.8238,TP
YOLO11n,India__India_009719,D20,0.3008,0.031517,0.2406,FP_localization
YOLO11n,India__India_009719,D20,0.2456,0.129809,0.738,TP
YOLO11n,India__India_009751,D20,0.3414,0.208507,0.8529,TP
YOLO11n,India__India_009842,D00,0.3373,0.041974,0.0,FP_background
YOLO11n,India__India_009842,D40,0.3082,0.112055,0.2294,FP_background
YOLO11n,India__India_009856,D40,0.2781,0.005341,0.5303,TP
YOLO11n,India__India_009856,D20,0.2554,0.180835,0.0945,FP_background
YOLO11n,India__India_009880,D20,0.6061,0.273048,0.6527,TP
YOLO11n,Japan__Japan_000001,D10,0.252,0.017815,0.2979,FP_localization
YOLO11n,Japan__Japan_000004,D00,0.436,0.038352,0.1,FP_background
YOLO11n,Japan__Japan_000020,D10,0.4813,0.004881,0.5587,TP
YOLO11n,Japan__Japan_000020,D10,0.3607,0.005913,0.9445,TP
YOLO11n,Japan__Japan_000020,D20,0.2788,0.100317,0.4018,FP_localization
YOLO11n,Japan__Japan_000028,D00,0.2799,0.020493,0.546,TP
YOLO11n,Japan__Japan_000042,D20,0.8485,0.157018,0.8014,TP
YOLO11n,Japan__Japan_000051,D10,0.5968,0.005693,0.6019,TP
YOLO11n,Japan__Japan_000058,D10,0.5118,0.005677,0.0206,FP_background
YOLO11n,Japan__Japan_000058,D20,0.3289,0.041565,0.1497,FP_localization
YOLO11n,Japan__Japan_000058,D20,0.2467,0.119846,0.4316,FP_localization
YOLO11n,Japan__Japan_000063,D00,0.5416,0.068174,0.5659,TP
YOLO11n,Japan__Japan_000063,D00,0.3646,0.100412,0.4,FP_localization
YOLO11n,Japan__Japan_000063,D00,0.3271,0.004252,0.0,FP_background
YOLO11n,Japan__Japan_000063,D00,0.2877,0.050876,0.7419,FP_duplicate
YOLO11n,Japan__Japan_000063,D00,0.2608,0.005496,0.0,FP_background
YOLO11n,Japan__Japan_000070,D10,0.3165,0.006168,0.8195,TP
YOLO11n,Japan__Japan_000073,D00,0.3077,0.047805,0.0,FP_background
YOLO11n,Japan__Japan_000080,D20,0.7605,0.348703,0.7784,TP
YOLO11n,Japan__Japan_000080,D20,0.4597,0.13809,0.3215,FP_localization
YOLO11n,Japan__Japan_000089,D20,0.5104,0.014177,0.386,FP_localization
YOLO11n,Japan__Japan_000090,D40,0.5151,0.005534,0.6472,TP
YOLO11n,Japan__Japan_000090,D00,0.4598,0.012548,0.0,FP_background
YOLO11n,Japan__Japan_000091,D00,0.317,0.003212,0.8202,TP
YOLO11n,Japan__Japan_000097,D20,0.7228,0.020981,0.602,TP
YOLO11n,Japan__Japan_000097,D20,0.2854,0.030098,0.6957,FP_duplicate
YOLO11n,Japan__Japan_000113,D00,0.7255,0.024252,0.7713,TP
YOLO11n,Japan__Japan_000113,D00,0.2649,0.006241,0.4946,FP_localization
YOLO11n,Japan__Japan_000113,D00,0.2436,0.00401,0.6818,TP
YOLO11n,Japan__Japan_000113,D00,0.2374,0.001967,0.5124,FP_duplicate
YOLO11n,Japan__Japan_000117,D20,0.6475,0.159088,0.9636,TP
YOLO11n,Japan__Japan_000117,D40,0.4671,0.008173,0.7915,TP
YOLO11n,Japan__Japan_000117,D40,0.4528,0.002929,0.0191,FP_background
YOLO11n,Japan__Japan_000117,D00,0.2992,0.002911,0.0,FP_background
YOLO11n,Japan__Japan_000117,D40,0.2662,0.005939,0.6383,FP_duplicate
YOLO11n,Japan__Japan_000117,D00,0.2402,0.004319,0.0,FP_background
YOLO11n,Japan__Japan_000124,D10,0.2316,0.00795,0.0,FP_background
YOLO11n,Japan__Japan_000127,D10,0.4428,0.017231,0.6455,TP
YOLO11n,Japan__Japan_000127,D10,0.3183,0.007773,0.0,FP_background
YOLO11n,Japan__Japan_000129,D20,0.3116,0.166872,0.2082,FP_background
YOLO11n,Japan__Japan_000129,D20,0.2971,0.099978,0.3475,FP_background
YOLO11n,Japan__Japan_000144,D20,0.8164,0.074855,0.6713,TP
YOLO11n,Japan__Japan_000144,D10,0.3696,0.009894,0.5101,TP
YOLO11n,Japan__Japan_000146,D10,0.36,0.063442,0.9343,TP
YOLO11n,Japan__Japan_000151,D20,0.7798,0.162546,0.8197,TP
YOLO11n,Japan__Japan_000151,D20,0.3872,0.040909,0.0,FP_background
YOLO11n,Japan__Japan_000152,D00,0.7273,0.055842,0.692,TP
YOLO11n,Japan__Japan_000152,D00,0.262,0.043079,0.7527,FP_duplicate
YOLO11n,Japan__Japan_000171,D10,0.2499,0.00533,0.1209,FP_localization
YOLO11n,Japan__Japan_000188,D20,0.8433,0.271474,0.85,TP
YOLO11n,Japan__Japan_000234,D00,0.3341,0.003374,0.354,FP_localization
YOLO11n,Japan__Japan_000244,D00,0.2375,0.005587,0.0,FP_background
YOLO11n,Japan__Japan_000246,D00,0.4557,0.022122,0.7991,TP
YOLO11n,Japan__Japan_000258,D00,0.5785,0.010925,0.8001,TP
YOLO11n,Japan__Japan_000260,D00,0.3863,0.061236,0.3351,FP_background
